name,url,review_count,categories,rating,snippet_text,location,neighborhood,latitude,longitude,search category
Blackbird Doughnuts,http://www.yelp.com/biz/blackbird-doughnuts-boston-2,113,"[[""Bakeries"", ""bakeries""], [""Donuts"", ""donuts""]]",3.5,"Incredible doughnuts and coffee. Great staff that's also very helpful. Flavors are creative and well thought out. Best doughnuts I've ever had. 

My...","{""cross_streets"": ""Berkeley St & Appleton St"", ""city"": ""Boston"", ""display_address"": [""492 Tremont St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""492 Tremont St""], ""coordinate"": {""latitude"": 42.3450011478671, ""longitude"": -71.0703472376165}, ""state_code"": ""MA""}",South End,42.34500115,-71.07034724,donuts
Dunkin' Donuts,http://www.yelp.com/biz/dunkin-donuts-boston-61,27,"[[""Donuts"", ""donuts""], [""Coffee & Tea"", ""coffee""]]",3.5,"I am a huge fan of Dunkin' Donuts!!! 
I am always willing to try new flavors!!!
My favorite piece is caramel donut. But I am struggling with my weight(so...","{""cross_streets"": ""Tamworth St & Tremont St"", ""city"": ""Boston"", ""display_address"": [""80 Boylston St"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""80 Boylston St""], ""coordinate"": {""latitude"": 42.3522491, ""longitude"": -71.064888}, ""state_code"": ""MA""}",,42.3522491,-71.064888,donuts
Dunkin' Donuts,http://www.yelp.com/biz/dunkin-donuts-boston-30,9,"[[""Coffee & Tea"", ""coffee""], [""Donuts"", ""donuts""]]",3.5,"My iced coffees and food (whether it be a sandwich on a roll, a bagel, or hash browns) always come out perfect! It's so hard to find a dunkies that does it...","{""city"": ""Boston"", ""display_address"": [""530 Commonwealth Ave"", ""Kenmore Sq"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""530 Commonwealth Ave"", ""Kenmore Sq""], ""coordinate"": {""latitude"": 42.3486481, ""longitude"": -71.096077}, ""state_code"": ""MA""}",,42.3486481,-71.096077,donuts
Mike's Donuts,http://www.yelp.com/biz/mikes-donuts-roxbury-crossing,40,"[[""Donuts"", ""donuts""]]",3.5,"Two doughnuts and a small coffee for $3.95.

Glazed doughnut was excellent - fresh and pillowy. Very tasty dunked in coffee and on its own. Boston cream was...","{""cross_streets"": ""Burney St & Carmel St"", ""city"": ""Roxbury Crossing"", ""display_address"": [""1524 Tremont St"", ""Mission Hill"", ""Roxbury Crossing, MA 02120""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Mission Hill""], ""postal_code"": ""02120"", ""country_code"": ""US"", ""address"": [""1524 Tremont St""], ""coordinate"": {""latitude"": 42.3322182, ""longitude"": -71.099968}, ""state_code"": ""MA""}",Mission Hill,42.3322182,-71.099968,donuts
Bricco,http://www.yelp.com/biz/bricco-boston-5,59,"[[""Bakeries"", ""bakeries""]]",4.5,"I consider myself a bread snob since I bake my own bread at least once a week, but this place definitely satisfies my high standards. 

It's amazing that...","{""cross_streets"": ""Richmond St & Board Aly"", ""city"": ""Boston"", ""display_address"": [""241 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""241 Hanover St""], ""coordinate"": {""latitude"": 42.3630638122559, ""longitude"": -71.0548858642578}, ""state_code"": ""MA""}",North End,42.36306381,-71.05488586,bakeries
Parziale's Bakery,http://www.yelp.com/biz/parziales-bakery-boston,60,"[[""Bakeries"", ""bakeries""]]",4.5,"Best bread in Boston, hands down, since Boschetto Bakery on Salem St. closed. Excellent cannoli and cookies. Very good Sicilian pizza, too. Service is no...","{""cross_streets"": ""Margaret St & Lombard Pl"", ""city"": ""Boston"", ""display_address"": [""80 Prince St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""80 Prince St""], ""coordinate"": {""latitude"": 42.36534, ""longitude"": -71.055832}, ""state_code"": ""MA""}",North End,42.36534,-71.055832,bakeries
Maria's Pastry Shop,http://www.yelp.com/biz/marias-pastry-shop-boston,312,"[[""Bakeries"", ""bakeries""]]",4.5,"I wanted to leave this review blank with just a picture of the cannoli because it truly speaks for itself. Unfortunately, that is not how Yelp works. I...","{""city"": ""Boston"", ""display_address"": [""46 Cross St"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""46 Cross St""], ""coordinate"": {""latitude"": 42.3632813, ""longitude"": -71.0564194}, ""state_code"": ""MA""}",,42.3632813,-71.0564194,bakeries
Cafe Madeleine,http://www.yelp.com/biz/cafe-madeleine-boston-2,68,"[[""Bakeries"", ""bakeries""], [""Desserts"", ""desserts""], [""French"", ""french""]]",4.5,"This place is a hidden gem!
Must Try: chocolate ganache, lemon meringue, and apple crisp pie. Their ham and cheese croissants are also amazing, flakey,...","{""cross_streets"": ""Claremont Park & Worcester St"", ""city"": ""Boston"", ""display_address"": [""517 Columbus Ave"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""517 Columbus Ave""], ""coordinate"": {""latitude"": 42.3420690000057, ""longitude"": -71.0799805819988}, ""state_code"": ""MA""}",South End,42.342069,-71.07998058,bakeries
Cookie Monstah,http://www.yelp.com/biz/cookie-monstah-boston,130,"[[""Bakeries"", ""bakeries""], [""Ice Cream & Frozen Yogurt"", ""icecream""], [""Food Trucks"", ""foodtrucks""]]",4.5,"Amazing truck on the go!!! Cookies? - Yes! Ice cream? - Yes! Cookie ice cream sandwich? - Is that even a question? 

They have amazing ice cream flavors and...","{""city"": ""Boston"", ""display_address"": [""Back Bay"", ""Boston, MA 02108""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [], ""coordinate"": {""latitude"": 42.3496590195132, ""longitude"": -71.0772496351285}, ""state_code"": ""MA""}",Back Bay,42.34965902,-71.07724964,bakeries
Bonapita,http://www.yelp.com/biz/bonapita-boston-2,82,"[[""Mediterranean"", ""mediterranean""], [""Bakeries"", ""bakeries""]]",4.5,This is my first time visiting Bonapita and I am still sitting in the restaurant reminiscing of my amazing meal! The fact I can't get out of my seat without...,"{""cross_streets"": ""Hawley St & Arch St"", ""city"": ""Boston"", ""display_address"": [""49 Franklin St"", ""Downtown"", ""Boston, MA 02110""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""49 Franklin St""], ""coordinate"": {""latitude"": 42.3556009, ""longitude"": -71.0586968}, ""state_code"": ""MA""}",Downtown,42.3556009,-71.0586968,bakeries
Flour Bakery & Cafe,http://www.yelp.com/biz/flour-bakery-and-cafe-boston-2,691,"[[""Bakeries"", ""bakeries""], [""Coffee & Tea"", ""coffee""], [""Sandwiches"", ""sandwiches""]]",4,"Just eat here.
Lunched here several times while in Boston. Every time was exactly the same.
Excellent is the word that comes to mind. 
Wonderful sandwiches...","{""cross_streets"": ""Rutland St & Concord St"", ""city"": ""Boston"", ""display_address"": [""1595 Washington St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""1595 Washington St""], ""coordinate"": {""latitude"": 42.338443, ""longitude"": -71.074548}, ""state_code"": ""MA""}",South End,42.338443,-71.074548,bakeries
Gondres Bakery,http://www.yelp.com/biz/gondres-bakery-boston,12,"[[""Desserts"", ""desserts""], [""Bakeries"", ""bakeries""]]",5,"In all reality, while the sandwich is unequivocally good, I don't know that it is spectacular, when I step back and think about it. But my experience with...","{""cross_streets"": ""Gay Head St & Sunnyside St"", ""city"": ""Boston"", ""display_address"": [""333 Centre St"", ""Jamaica Plain"", ""Boston, MA 02130""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Jamaica Plain""], ""postal_code"": ""02130"", ""country_code"": ""US"", ""address"": [""333 Centre St""], ""coordinate"": {""latitude"": 42.3228101, ""longitude"": -71.1051209}, ""state_code"": ""MA""}",Jamaica Plain,42.3228101,-71.1051209,bakeries
Eldo Cake House,http://www.yelp.com/biz/eldo-cake-house-boston-2,207,"[[""Bakeries"", ""bakeries""]]",4,"Been coming here since I was a little girl, and it's still my favorite Asian bakery, and I try to stop here whenever I am around Chinatown. Everything is so...","{""cross_streets"": ""Oxford Pl & Beach St"", ""city"": ""Boston"", ""display_address"": [""36 Harrison Ave"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""36 Harrison Ave""], ""coordinate"": {""latitude"": 42.3514605182394, ""longitude"": -71.0616319822647}, ""state_code"": ""MA""}",Chinatown,42.35146052,-71.06163198,bakeries
Sweet Tooth,http://www.yelp.com/biz/sweet-tooth-boston,145,"[[""Bakeries"", ""bakeries""]]",4.5,"Glenn is incredible! Honestly, we weren't sure about spending a lot of money on a cake for our wedding, but after meeting Glenn we were sold! He was...","{""cross_streets"": ""Church Ave & E St"", ""city"": ""Boston"", ""display_address"": [""371 W Broadway"", ""South Boston"", ""Boston, MA 02127""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South Boston""], ""postal_code"": ""02127"", ""country_code"": ""US"", ""address"": [""371 W Broadway""], ""coordinate"": {""latitude"": 42.3378854244947, ""longitude"": -71.0494697839022}, ""state_code"": ""MA""}",South Boston,42.33788542,-71.04946978,bakeries
Borinquen Bakery & Cafe,http://www.yelp.com/biz/borinquen-bakery-and-cafe-boston,17,"[[""Bakeries"", ""bakeries""], [""Cafes"", ""cafes""]]",4.5,"I finally checked this place out and so glad that I did!
The BF and I took a walk over this morning for some breakfast. We were greeted by a very nice young...","{""cross_streets"": ""Bakersfield St & Windermere Rd"", ""city"": ""Boston"", ""display_address"": [""112 Stoughton St"", ""Dorchester"", ""Boston, MA 02125""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Dorchester""], ""postal_code"": ""02125"", ""country_code"": ""US"", ""address"": [""112 Stoughton St""], ""coordinate"": {""latitude"": 42.3153582215309, ""longitude"": -71.0612279176712}, ""state_code"": ""MA""}",Dorchester,42.31535822,-71.06122792,bakeries
Mike's Pastry,http://www.yelp.com/biz/mikes-pastry-boston,3519,"[[""Bakeries"", ""bakeries""], [""Ice Cream & Frozen Yogurt"", ""icecream""]]",4,"Best. Cannoli. Ever. First had a cannoli from Mike's a couple of years ago on my first trip to Boston, and it changed the way I thought about cannoli....","{""cross_streets"": ""Wesley Pl & Lathrop Pl"", ""city"": ""Boston"", ""display_address"": [""300 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""300 Hanover St""], ""coordinate"": {""latitude"": 42.364235555574, ""longitude"": -71.054319302454}, ""state_code"": ""MA""}",North End,42.36423556,-71.0543193,bakeries
Modern Pastry Shop,http://www.yelp.com/biz/modern-pastry-shop-boston,988,"[[""Bakeries"", ""bakeries""], [""Coffee & Tea"", ""coffee""], [""Desserts"", ""desserts""]]",4,"This place is fantastic. A little heaven for those with a sweet tooth. 

Everyone talks about the cannoli, and it is worth talking about. Because they fill...","{""cross_streets"": ""Richmond St & Board Aly"", ""city"": ""Boston"", ""display_address"": [""257 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""257 Hanover St""], ""coordinate"": {""latitude"": 42.363251, ""longitude"": -71.054741}, ""state_code"": ""MA""}",North End,42.363251,-71.054741,bakeries
Quinzani's Bakery,http://www.yelp.com/biz/quinzanis-bakery-boston,8,"[[""Bakeries"", ""bakeries""]]",4.5,"I had suspected a bakery was operating in this block for the last 7 years because of the intoxicating yeasty aromas, but only stumbled across the Quinzani's...","{""city"": ""Boston"", ""display_address"": [""380 Harrison Avenue"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""380 Harrison Avenue""], ""coordinate"": {""latitude"": 42.3439292907715, ""longitude"": -71.0636901855469}, ""state_code"": ""MA""}",South End,42.34392929,-71.06369019,bakeries
Georgetown Cupcake,http://www.yelp.com/biz/georgetown-cupcake-boston,435,"[[""Bakeries"", ""bakeries""], [""Desserts"", ""desserts""], [""Cupcakes"", ""cupcakes""]]",4,"This is my favorite place in the city for cupcakes...simply delicious!

I came in with no hopes as I've been to many highly touted cupcake bakeries only to...","{""cross_streets"": ""Clarendon St & Berkeley St"", ""city"": ""Boston"", ""display_address"": [""83 Newbury St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""83 Newbury St""], ""coordinate"": {""latitude"": 42.3519096, ""longitude"": -71.0748672}, ""state_code"": ""MA""}",Back Bay,42.3519096,-71.0748672,bakeries
Mei Sum,http://www.yelp.com/biz/mei-sum-boston,97,"[[""Bakeries"", ""bakeries""], [""Sandwiches"", ""sandwiches""]]",4,"This is my go to place for Chinese pastries and snacks. The pineapple bread (no actual pineapple is used in the making of this product, it's given the name...","{""cross_streets"": ""Harrison Ave"", ""city"": ""Boston"", ""display_address"": [""36 Beach St"", ""Chinatown"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Chinatown""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""36 Beach St""], ""coordinate"": {""latitude"": 42.3515164107084, ""longitude"": -71.0614954680204}, ""state_code"": ""MA""}",Chinatown,42.35151641,-71.06149547,bakeries
Yada Yada,http://www.yelp.com/biz/yada-yada-boston,53,"[[""Greek"", ""greek""], [""Bakeries"", ""bakeries""], [""Coffee & Tea"", ""coffee""]]",4,"Fantastic little find. It's a little American and Greek cafe. Excellent tabouli and shawarma.  They were out of cucumber salad, but offered to make it...","{""cross_streets"": ""Congress St & Northern Ave"", ""city"": ""Boston"", ""display_address"": [""34 Farnsworth St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""34 Farnsworth St""], ""coordinate"": {""latitude"": 42.351884, ""longitude"": -71.048083}, ""state_code"": ""MA""}",Waterfront,42.351884,-71.048083,bakeries
The North End,http://www.yelp.com/biz/the-north-end-boston,71,"[[""Italian"", ""italian""]]",4.5,"This area has soooo much to offer! 

The hustle and bustle of people walking around the area makes it completely charming.  The rich Italian history and...","{""city"": ""Boston"", ""display_address"": [""North End"", ""Boston, MA 02455""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02455"", ""country_code"": ""US"", ""address"": [], ""coordinate"": {""latitude"": 42.3636176318038, ""longitude"": -71.0547208786011}, ""state_code"": ""MA""}",North End,42.36361763,-71.05472088,italian
Locale,http://www.yelp.com/biz/locale-boston,121,"[[""Italian"", ""italian""], [""Pizza"", ""pizza""]]",4.5,"Truly thankful that we stumbled on Locale while walking through the North End. While searching for good pizza and decent beer, we couldn't have been happier...","{""cross_streets"": ""Fleet St & Tileston St"", ""city"": ""Boston"", ""display_address"": [""352 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""352 Hanover St""], ""coordinate"": {""latitude"": 42.3650849, ""longitude"": -71.053187}, ""state_code"": ""MA""}",North End,42.3650849,-71.053187,italian
Casa Razdora,http://www.yelp.com/biz/casa-razdora-boston,211,"[[""Italian"", ""italian""], [""Pizza"", ""pizza""]]",4.5,Absolutely the best choice we've ever made in Boston.  Went for lunch/dinner prior to the Red Sox game. Caprese  that was jazzed up with some antipasti...,"{""cross_streets"": ""Batterymarch St & Broad St"", ""city"": ""Boston"", ""display_address"": [""115 Water St"", ""Financial District"", ""Boston, MA 02109""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""115 Water St""], ""coordinate"": {""latitude"": 42.3580513, ""longitude"": -71.0546112}, ""state_code"": ""MA""}",Financial District,42.3580513,-71.0546112,italian
Giacomo's Ristorante,http://www.yelp.com/biz/giacomos-ristorante-boston,1923,"[[""Italian"", ""italian""]]",4,"Background: My friend and I went on a One-Day-All-Out-Boston Excursion and she told me about this place and how it was a must if we're in town.

They open...","{""cross_streets"": ""Tileston St & Clark St"", ""city"": ""Boston"", ""display_address"": [""355 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""355 Hanover St""], ""coordinate"": {""latitude"": 42.3645782, ""longitude"": -71.0534363}, ""state_code"": ""MA""}",North End,42.3645782,-71.0534363,italian
Italian Express Pizzeria,http://www.yelp.com/biz/italian-express-pizzeria-boston-2,182,"[[""Italian"", ""italian""], [""Pizza"", ""pizza""]]",4.5,We had some time before our flight out of Logan and we looked up a DDD spot closer to the airport and that led us to these guys and boy I'm sure glad we...,"{""cross_streets"": ""Cottage St & Wilbur Ct"", ""city"": ""Boston"", ""display_address"": [""336 Sumner St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""336 Sumner St""], ""coordinate"": {""latitude"": 42.367273879279, ""longitude"": -71.035738156977}, ""state_code"": ""MA""}",East Boston,42.36727388,-71.03573816,italian
Picco,http://www.yelp.com/biz/picco-boston-2,779,"[[""Ice Cream & Frozen Yogurt"", ""icecream""], [""Pizza"", ""pizza""], [""Italian"", ""italian""]]",4,"Picco is probably my favorite spot in the South End. They have a great rotating beer selection, and the food has all been great. The pizza is great to...","{""cross_streets"": ""Berkeley St & Dwight St"", ""city"": ""Boston"", ""display_address"": [""513 Tremont St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""513 Tremont St""], ""coordinate"": {""latitude"": 42.3447380009299, ""longitude"": -71.070559652418}, ""state_code"": ""MA""}",South End,42.344738,-71.07055965,italian
Toscano Restaurant,http://www.yelp.com/biz/toscano-restaurant-boston,305,"[[""Italian"", ""italian""]]",4,"When I started off at Tuscano, it was not my plan to do a day of daydrinking.  But after Tuscano that's where we ended up. 

The restaurant has a very...","{""cross_streets"": ""Chestnut St & Mount Vernon St"", ""city"": ""Boston"", ""display_address"": [""47 Charles St"", ""Beacon Hill"", ""Boston, MA 02114""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Beacon Hill""], ""postal_code"": ""02114"", ""country_code"": ""US"", ""address"": [""47 Charles St""], ""coordinate"": {""latitude"": 42.357408381604, ""longitude"": -71.069847310732}, ""state_code"": ""MA""}",Beacon Hill,42.35740838,-71.06984731,italian
Mario's Restaurant,http://www.yelp.com/biz/marios-restaurant-boston,54,"[[""Italian"", ""italian""]]",4,I was in town for the night and found this little place on Yelp. It was close to my hotel so it was a great option for me.  I had no idea I was about to eat...,"{""cross_streets"": ""Bennington St & Prescott St"", ""city"": ""Boston"", ""display_address"": [""347 Chelsea St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""347 Chelsea St""], ""coordinate"": {""latitude"": 42.3782607167959, ""longitude"": -71.0289669781923}, ""state_code"": ""MA""}",East Boston,42.37826072,-71.02896698,italian
Mamma Maria,http://www.yelp.com/biz/mamma-maria-boston,329,"[[""Italian"", ""italian""]]",4,"This is definitely Five Star - everything from greeting at the door to the ambiance and every single dish being beyond the pale ! 
Our group of friend from...","{""city"": ""Boston"", ""display_address"": [""3 N Square"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""3 N Square""], ""coordinate"": {""latitude"": 42.3640937805176, ""longitude"": -71.0532989501953}, ""state_code"": ""MA""}",North End,42.36409378,-71.05329895,italian
The Daily Catch,http://www.yelp.com/biz/the-daily-catch-boston,802,"[[""Italian"", ""italian""], [""Seafood"", ""seafood""]]",4,You would never know how amazing this restaurant is by just looking at it. It's a hole in the wall. It is a tiny place with only a few tables. There is no...,"{""cross_streets"": ""Fleet St & Lathrop Pl"", ""city"": ""Boston"", ""display_address"": [""323 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""323 Hanover St""], ""coordinate"": {""latitude"": 42.3640594, ""longitude"": -71.0539703}, ""state_code"": ""MA""}",North End,42.3640594,-71.0539703,italian
Grotto,http://www.yelp.com/biz/grotto-boston,576,"[[""Italian"", ""italian""]]",4,"I went into a euphoric state while eating the scallops. 
The lobster linguini is also very good. 
The olive oil served on the table is the best I have ever...","{""cross_streets"": ""Cambridge St & New Chardon St"", ""city"": ""Boston"", ""display_address"": [""37 Bowdoin St"", ""Beacon Hill"", ""Boston, MA 02114""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Beacon Hill"", ""Downtown""], ""postal_code"": ""02114"", ""country_code"": ""US"", ""address"": [""37 Bowdoin St""], ""coordinate"": {""latitude"": 42.35992, ""longitude"": -71.063133}, ""state_code"": ""MA""}",Beacon Hill,42.35992,-71.063133,italian
Anchovies,http://www.yelp.com/biz/anchovies-boston,269,"[[""Italian"", ""italian""], [""Bars"", ""bars""]]",4,I lived in the south end for three years and this was easily one of my favorite haunts. Nothing beats shacking up in here on a winter night and ordering a...,"{""cross_streets"": ""Braddock Park & Holyoke St"", ""city"": ""Boston"", ""display_address"": [""433 Columbus Ave"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""433 Columbus Ave""], ""coordinate"": {""latitude"": 42.343939, ""longitude"": -71.077598}, ""state_code"": ""MA""}",South End,42.343939,-71.077598,italian
Coppa,http://www.yelp.com/biz/coppa-boston-2,488,"[[""Italian"", ""italian""], [""Tapas/Small Plates"", ""tapasmallplates""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4,"My favorite spot in the south end!! Fabulous food, drinks, atmosphere, and service! 
100% must try!!!

PS: bring back the chicken and olive oil cake","{""cross_streets"": ""Bradford St & Briggs Pl"", ""city"": ""Boston"", ""display_address"": [""253 Shawmut Ave"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""253 Shawmut Ave""], ""coordinate"": {""latitude"": 42.3434600830078, ""longitude"": -71.068733215332}, ""state_code"": ""MA""}",South End,42.34346008,-71.06873322,italian
Anthony's Cafe,http://www.yelp.com/biz/anthonys-cafe-boston,71,"[[""Italian"", ""italian""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4,"Actually really good iced coffee. The veggies in the omelet were fresh too. It's kind of like diner food, but the good kind. The service is quick and even...","{""cross_streets"": ""Wharf St & Clark St"", ""city"": ""Boston"", ""display_address"": [""252 Commercial St"", ""North End"", ""Boston, MA 02109""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""252 Commercial St""], ""coordinate"": {""latitude"": 42.3639907836914, ""longitude"": -71.0513610839844}, ""state_code"": ""MA""}",North End,42.36399078,-71.05136108,italian
Limoncello Ristorante,http://www.yelp.com/biz/limoncello-ristorante-boston-2,266,"[[""Italian"", ""italian""], [""Wine Bars"", ""wine_bars""]]",4,"We came from Saratoga NY & our hotel recommended Limoncello in North Boston. We loved it! Soooo good
I had the  Lasagna - the best ever and my husband had...","{""cross_streets"": ""Richmond St & Bakers Aly"", ""city"": ""Boston"", ""display_address"": [""190 North St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""190 North St""], ""coordinate"": {""latitude"": 42.3634338, ""longitude"": -71.0539474}, ""state_code"": ""MA""}",North End,42.3634338,-71.0539474,italian
Sportello,http://www.yelp.com/biz/sportello-boston,565,"[[""Italian"", ""italian""]]",4,"This is one of the best meals I have ever had in Boston. My mom and I, both gluten free, came here for dinner before a sox game last week. Sure we could...","{""cross_streets"": ""A St & Farnsworth St"", ""city"": ""Boston"", ""display_address"": [""348 Congress St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""348 Congress St""], ""coordinate"": {""latitude"": 42.3505159467459, ""longitude"": -71.0485987365246}, ""state_code"": ""MA""}",Waterfront,42.35051595,-71.04859874,italian
Cafe Rustico,http://www.yelp.com/biz/cafe-rustico-boston,99,"[[""Italian"", ""italian""], [""Salad"", ""salad""], [""Sandwiches"", ""sandwiches""]]",4,"Wow, two words:  Luca Brazi.  Best sandwich on the planet (ok, top 10 of all time).  Get one....cool guy at the counter, too.  Very helpful.","{""cross_streets"": ""Traverse St & Market St"", ""city"": ""Boston"", ""display_address"": [""85 Canal St"", ""Boston, MA 02114""], ""geo_accuracy"": 8.0, ""postal_code"": ""02114"", ""country_code"": ""US"", ""address"": [""85 Canal St""], ""coordinate"": {""latitude"": 42.3640825599432, ""longitude"": -71.0595052689314}, ""state_code"": ""MA""}",,42.36408256,-71.05950527,italian
Al Dente Restaurant,http://www.yelp.com/biz/al-dente-restaurant-boston,574,"[[""Italian"", ""italian""], [""Bakeries"", ""bakeries""]]",4,"Tucked away in North End, Al Dente is definitely a solid place for good, authentic pasta. We came here for lunch on a Saturday and there was no line...","{""cross_streets"": ""Bartlett Pl & Jerusalem Pl"", ""city"": ""Boston"", ""display_address"": [""109 Salem St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""109 Salem St""], ""coordinate"": {""latitude"": 42.3642272949219, ""longitude"": -71.0553665161133}, ""state_code"": ""MA""}",North End,42.36422729,-71.05536652,italian
